order_id,customer_id,product_id,order_date,quantity,unit_price,discount,region,status
ORD11117,C1013,P037,2022-06-15,3,49.99,0.05,West,Completed
ORD11118,C1006,P023,2022-12-07,5,22.99,0.0,East,Completed
ORD11119,C1017,P034,2022-07-02,1,39.99,0.0,North,Completed
ORD11120,C1092,P004,2023-09-17,1,79.99,0.0,South,Returned
ORD11121,C1071,P005,2023-07-08,3,99.99,0.05,South,Completed
ORD11122,C1033,P037,2022-09-23,1,49.99,0.15,North,Completed
ORD11123,C1089,P029,2022-01-20,4,199.99,0.05,West,Completed
ORD11124,C1126,P022,2023-11-12,1,11.99,0.0,West,Completed
ORD11125,C1026,P007,2023-02-05,2,210.0,0.0,South,Completed
ORD11126,C1154,P038,2023-05-18,1,64.99,0.0,East,Completed
ORD11127,C1052,P007,2022-03-13,2,210.0,0.2,South,Completed
ORD11128,C1095,P039,2023-07-03,4,22.99,0.0,South,Completed
ORD11129,C1053,P011,2023-02-15,1,159.99,0.0,East,Completed
ORD11130,C1176,P001,2023-01-10,2,19.99,0.0,East,Returned
ORD11131,C1010,P017,2023-04-16,3,29.99,0.1,West,Completed
ORD11132,C1180,P007,2022-02-10,5,210.0,0.0,West,Completed
ORD11133,C1094,P012,2023-02-04,4,44.99,0.0,East,Completed
ORD11134,C1095,P018,2022-03-28,4,14.99,0.0,South,Completed
ORD11135,C1094,P012,2022-02-06,1,44.99,0.0,East,Completed
ORD11136,C1095,P017,2023-05-16,1,29.99,0.0,South,Completed
ORD11137,C1107,P032,2023-05-27,2,34.99,0.0,East,Completed
ORD11138,C1011,P031,2022-01-17,1,49.99,0.05,South,Completed
ORD11139,C1166,P008,2022-08-05,3,89.99,0.0,South,Completed
ORD11140,C1092,P011,2023-11-26,4,159.99,0.0,South,Completed
ORD11141,C1044,P010,2022-08-27,4,39.99,0.1,West,Completed
ORD11142,C1011,P008,2022-01-20,1,89.99,0.0,South,Returned
ORD11143,C1161,P008,2023-12-20,2,89.99,0.05,South,Completed
ORD11144,C1161,P014,2022-04-10,1,89.99,0.05,South,Completed
ORD11145,C1175,P016,2022-04-19,1,54.99,0.0,North,Completed
ORD11146,C1008,P021,2022-03-06,3,7.99,0.0,South,Completed
ORD11147,C1011,P012,2023-11-26,1,44.99,0.1,South,Completed
ORD11148,C1184,P005,2022-08-07,3,99.99,0.0,West,Completed
ORD11149,C1078,P025,2022-05-04,1,24.99,0.0,East,Completed
ORD11150,C1175,P021,2023-01-14,2,7.99,0.0,North,Completed
ORD11151,C1051,P021,2022-02-11,1,7.99,0.0,South,Completed
ORD11152,C1060,P025,2023-01-21,3,24.99,0.2,South,Returned
ORD11153,C1189,P025,2022-01-08,1,24.99,0.15,North,Completed
ORD11154,C1171,P001,2023-05-03,2,19.99,0.15,East,Completed
ORD11155,C1143,P031,2023-02-26,1,49.99,0.0,West,Completed
ORD11156,C1010,P032,2023-09-03,1,34.99,0.0,West,Completed
ORD11157,C1051,P021,2023-10-05,3,7.99,0.0,South,Completed
ORD11158,C1158,P020,2023-07-26,1,6.99,0.05,West,Completed
ORD11159,C1019,P017,2023-07-07,2,29.99,0.0,North,Completed
ORD11160,C1108,P034,2022-08-02,1,39.99,0.1,South,Completed
ORD11161,C1081,P009,2023-05-01,1,49.99,0.0,West,Completed
ORD11162,C1148,P011,2022-02-25,2,159.99,0.2,East,Completed
ORD11163,C1128,P019,2023-09-24,3,9.99,0.0,North,Completed
ORD11164,C1176,P017,2022-02-23,4,29.99,0.05,East,Completed
ORD11165,C1100,P004,2022-04-29,1,79.99,0.0,East,Completed
ORD11166,C1024,P005,2023-08-17,1,99.99,0.15,West,Completed
ORD11167,C1033,P018,2022-04-23,1,14.99,0.2,North,Completed
ORD11168,C1147,P014,2023-01-20,4,89.99,0.2,West,Returned
ORD11169,C1163,P040,2023-03-23,1,27.99,0.0,South,Completed
ORD11170,C1161,P023,2023-02-01,1,22.99,0.0,South,Completed
ORD11171,C1106,P012,2023-01-03,5,44.99,0.0,West,Completed
ORD11172,C1018,P010,2023-12-10,2,39.99,0.05,North,Completed
ORD11173,C1180,P030,2023-04-15,1,109.99,0.0,West,Completed
ORD11174,C1043,P012,2022-10-30,2,44.99,0.0,East,Completed
ORD11175,C1161,P002,2023-09-19,4,34.99,0.0,South,Completed
ORD11176,C1078,P032,2022-08-24,1,34.99,0.0,East,Completed
ORD11177,C1081,P003,2022-08-10,2,54.99,0.0,West,Completed
ORD11178,C1107,P032,2023-03-15,2,34.99,0.15,East,Completed
ORD11179,C1116,P006,2022-08-16,4,129.99,0.0,North,Completed
ORD11180,C1077,P012,2023-08-11,4,44.99,0.0,North,Returned
ORD11181,C1114,P027,2023-04-27,2,9.99,0.0,South,Completed
ORD11182,C1020,P033,2023-02-08,1,59.99,0.0,West,Completed
ORD11183,C1002,P010,2023-04-09,1,39.99,0.05,West,Completed
ORD11184,C1007,P010,2023-02-21,4,39.99,0.0,South,Completed
ORD11185,C1104,P013,2023-10-26,5,49.99,0.15,South,Completed
ORD11186,C1033,P019,2023-04-16,3,9.99,0.0,North,Returned
ORD11187,C1011,P027,2023-04-11,1,9.99,0.2,South,Completed
ORD11188,C1188,P009,2023-01-15,2,49.99,0.0,East,Returned
ORD11189,C1102,P010,2023-10-05,1,39.99,0.0,East,Completed
ORD11190,C1002,P010,2022-02-03,1,39.99,0.0,West,Completed
ORD11191,C1156,P017,2023-09-20,2,29.99,0.0,South,Completed
ORD11192,C1021,P031,2022-03-24,2,49.99,0.0,West,Completed
ORD11193,C1105,P031,2023-06-12,4,49.99,0.0,South,Completed
ORD11194,C1114,P015,2022-04-24,1,24.99,0.0,South,Returned
ORD11195,C1022,P005,2023-01-11,1,99.99,0.0,East,Returned
ORD11196,C1192,P006,2023-12-28,3,129.99,0.15,North,Completed
ORD11197,C1193,P014,2022-04-27,2,89.99,0.0,East,Completed
ORD11198,C1028,P003,2023-12-21,1,54.99,0.0,North,Completed
ORD11199,C1042,P035,2022-12-28,4,29.99,0.0,East,Completed
ORD11200,C1083,P010,2022-02-25,1,39.99,0.0,East,Completed
ORD11201,C1065,P004,2023-06-24,3,79.99,,West,Completed
ORD11202,C1098,P004,2023-06-30,4,79.99,0.0,North,Completed
ORD11203,C1165,P010,2023-11-21,4,39.99,0.0,North,Completed
ORD11204,C1076,P012,2022-03-09,1,44.99,0.0,West,Completed
ORD11205,C1089,P040,2023-02-05,4,27.99,0.0,West,Completed
ORD11206,C1108,P003,2022-04-22,1,54.99,0.1,South,Completed
ORD11207,C1120,P005,2022-07-29,2,99.99,0.0,East,Completed
ORD11208,C1008,P038,2023-11-30,2,64.99,0.0,South,Completed
ORD11209,C1153,P039,2023-03-31,2,22.99,0.1,North,Returned
ORD11210,C1096,P014,2022-08-26,3,89.99,0.0,North,Completed
ORD11211,C1033,P007,2023-08-16,1,210.0,0.0,North,Completed
ORD11212,C1165,P009,2023-08-31,2,49.99,0.0,North,Completed
ORD11213,C1163,P024,2023-04-14,1,29.99,0.15,South,Completed
ORD11214,C1034,P013,2022-09-24,1,49.99,0.0,West,Completed
ORD11215,C1134,P007,2022-02-18,1,210.0,0.0,East,Completed
ORD11216,C1164,P015,2023-09-26,4,24.99,0.0,West,Completed
ORD11217,C1033,P016,2022-06-29,3,54.99,0.0,North,Completed
ORD11218,C1199,P005,2022-06-07,1,99.99,0.15,East,Completed
ORD11219,C1161,P006,2023-03-28,1,129.99,0.05,South,Completed
ORD11220,C1154,P026,2022-12-19,1,19.99,0.0,East,Completed
ORD11221,C1062,P009,2023-07-01,1,49.99,0.0,South,Completed
ORD11222,C1156,P012,2023-05-27,3,44.99,0.0,South,Completed
ORD11223,C1145,P004,2022-06-09,1,79.99,0.0,East,Completed
ORD11224,C1168,P024,2022-12-06,2,29.99,0.0,West,Completed
ORD11225,C1180,P004,2023-08-11,2,79.99,0.0,West,Completed
ORD11226,C1117,P017,2023-03-29,1,29.99,0.2,West,Completed
ORD11227,C1073,P012,2022-05-23,2,44.99,0.05,North,Completed
ORD11228,C1010,P026,2022-08-14,1,19.99,0.05,West,Completed
ORD11229,C1108,P002,2022-07-19,2,34.99,0.0,South,Completed
ORD11230,C1135,P012,2022-10-12,1,44.99,0.2,East,Completed
ORD11231,C1009,P038,2022-03-31,5,64.99,0.0,South,Completed
ORD11232,C1189,P014,2023-09-10,2,89.99,0.0,North,Completed
ORD11233,C1019,P027,2023-01-05,1,9.99,0.0,North,Completed
ORD11234,C1099,P008,2023-01-31,1,89.99,0.0,South,Completed
ORD11235,C1099,P014,2023-04-02,4,89.99,0.2,South,Completed
ORD11236,C1111,P011,2023-03-02,3,159.99,0.0,North,Completed
ORD11237,C1120,P035,2023-03-11,2,29.99,0.0,East,Completed
ORD11238,C1074,P025,2023-09-05,1,24.99,0.2,West,Completed
ORD11239,C1177,P012,2023-06-22,5,44.99,0.2,East,Completed
ORD11240,C1089,P017,2023-02-24,2,29.99,0.0,West,Completed
ORD11241,C1117,P029,2023-04-19,2,199.99,0.0,West,Completed
ORD11242,C1096,P040,2022-07-10,3,27.99,0.0,North,Completed
ORD11243,C1013,P001,2022-11-06,3,19.99,0.2,West,Completed
ORD11244,C1126,P008,2022-01-03,1,89.99,0.0,West,Completed
ORD11245,C1046,P008,2023-10-14,1,89.99,0.0,North,Completed
ORD11246,C1051,P001,2023-03-04,1,19.99,0.0,South,Completed
ORD11247,C1192,P006,2022-01-30,1,129.99,0.05,North,Completed
ORD11248,C1146,P027,2023-01-06,2,9.99,0.0,East,Completed
ORD11249,C1183,P001,2023-10-06,2,19.99,0.0,West,Completed
ORD11250,C1172,P014,2023-01-18,2,89.99,0.0,North,Completed
ORD11251,C1125,P019,2022-06-16,2,9.99,0.2,West,Completed
ORD11252,C1161,P009,2022-05-19,1,49.99,0.15,South,Completed
ORD11253,C1146,P014,2022-12-31,1,89.99,0.0,East,Completed
ORD11254,C1156,P040,2022-03-20,2,27.99,0.0,South,Completed
ORD11255,C1040,P040,2022-04-07,2,27.99,0.0,South,Completed
ORD11256,C1018,P001,2022-11-20,3,19.99,0.0,North,Completed
ORD11257,C1011,P009,2023-12-03,2,49.99,0.0,South,Completed
ORD11258,C1125,P002,2022-12-27,3,34.99,0.15,West,Completed
ORD11259,C1001,P036,2023-05-12,1,39.99,0.0,East,Completed
ORD11260,C1162,P030,2022-08-12,1,109.99,0.0,South,Completed
ORD11261,C1175,P024,2023-07-27,2,29.99,0.0,North,Completed
ORD11262,C1022,P010,2023-06-29,2,39.99,0.0,East,Completed
ORD11263,C1144,P008,2023-03-04,1,89.99,,North,Completed
ORD11264,C1136,P001,2023-05-07,1,19.99,0.0,North,Completed
ORD11265,C1063,P015,2023-03-29,4,24.99,0.0,North,Completed
ORD11266,C1125,P016,2022-12-17,1,54.99,0.05,West,Completed
ORD11267,C1139,P001,2023-12-12,1,19.99,0.0,North,Completed
ORD11268,C1021,P032,2022-05-14,5,34.99,0.0,West,Completed
ORD11269,C1135,P004,2022-04-25,1,79.99,0.0,East,Completed
ORD11270,C1166,P007,2022-02-13,1,210.0,0.05,South,Completed
ORD11271,C1096,P004,2022-09-17,1,79.99,0.0,North,Returned
ORD11272,C1142,P021,2022-04-09,3,7.99,0.0,East,Completed
ORD11273,C1042,P032,2022-07-24,1,34.99,0.0,East,Completed
ORD11274,C1080,P008,2022-10-12,4,89.99,0.0,East,Completed
ORD11275,C1030,P007,2023-05-28,3,210.0,0.0,East,Completed
ORD11276,C1005,P016,2022-03-11,1,54.99,0.0,East,Returned
ORD11277,C1166,P015,2022-08-11,2,24.99,0.0,South,Completed
ORD11278,C1044,P001,2023-07-05,1,19.99,0.0,West,Completed
ORD11279,C1043,P011,2023-06-01,3,159.99,0.0,East,Completed
ORD11280,C1151,P006,2022-07-09,1,129.99,0.0,South,Completed
ORD11281,C1144,P032,2022-12-30,5,34.99,0.0,North,Completed
ORD11282,C1091,P030,2023-02-22,1,109.99,0.0,East,Completed
ORD11283,C1109,P018,2022-04-23,2,14.99,0.0,East,Completed
ORD11284,C1104,P012,2022-10-23,2,44.99,0.15,South,Completed
ORD11285,C1045,P008,2023-01-30,1,89.99,0.0,West,Completed
ORD11286,C1058,P016,2023-03-31,1,54.99,0.0,South,Completed
ORD11287,C1024,P034,2023-03-15,1,39.99,0.2,West,Completed
ORD11288,C1144,P011,2023-01-12,1,159.99,0.0,North,Completed
ORD11289,C1031,P033,2022-04-18,1,59.99,0.0,West,Completed
ORD11290,C1163,P025,2022-05-03,1,24.99,0.0,South,Completed
ORD11291,C1053,P011,2022-04-15,2,159.99,0.0,East,Completed
ORD11292,C1021,P006,2023-01-08,5,129.99,0.0,West,Completed
ORD11293,C1154,P024,2023-02-18,1,29.99,0.0,East,Completed
ORD11294,C1117,P033,2022-10-13,3,59.99,0.0,West,Completed
ORD11295,C1114,P012,2023-10-22,4,44.99,0.0,South,Completed
ORD11296,C1071,P036,2023-02-19,5,39.99,0.0,South,Completed
ORD11297,C1018,P035,2023-04-11,1,29.99,0.2,North,Completed
ORD11298,C1163,P004,2022-05-18,1,79.99,0.0,South,Completed
ORD11299,C1112,P032,2023-05-26,2,34.99,0.0,West,Completed
ORD11300,C1112,P034,2023-11-27,1,39.99,0.05,West,Completed
ORD11301,C1187,P011,2023-11-08,3,159.99,0.0,East,Completed
ORD11302,C1076,P036,2022-07-26,1,39.99,0.0,West,Completed
ORD11303,C1134,P004,2023-07-10,1,79.99,0.0,East,Completed
ORD11304,C1010,P016,2022-02-02,5,54.99,0.0,West,Completed
ORD11305,C1184,P031,2023-04-06,1,49.99,0.0,West,Completed
ORD11306,C1134,P004,2022-02-03,1,79.99,0.0,East,Completed
ORD11307,C1050,P033,2023-12-25,1,59.99,0.0,West,Completed
ORD11308,C1036,P008,2023-02-03,1,89.99,0.2,North,Completed
ORD11309,C1026,P022,2023-12-03,2,11.99,0.0,South,Completed
ORD11310,C1187,P007,2022-06-10,2,210.0,0.0,East,Completed
ORD11311,C1095,P018,2023-01-22,2,14.99,0.0,South,Completed
ORD11312,C1199,P003,2022-11-25,1,54.99,0.0,East,Completed
ORD11313,C1100,P010,2023-01-11,1,39.99,0.0,East,Returned
ORD11314,C1171,P012,2023-10-03,1,44.99,0.15,East,Completed
ORD11315,C1023,P018,2023-02-26,1,14.99,0.0,West,Completed
ORD11316,C1153,P001,2023-10-26,1,19.99,0.05,North,Completed
ORD11317,C1170,P005,2022-04-28,1,99.99,0.15,North,Returned
ORD11318,C1109,P011,2023-11-05,3,159.99,0.0,East,Completed
ORD11319,C1144,P010,2022-10-01,1,39.99,0.0,North,Returned
ORD11320,C1171,P025,2022-11-21,1,24.99,0.0,East,Completed
ORD11321,C1128,P029,2023-05-16,1,199.99,0.0,North,Completed
ORD11322,C1150,P001,2023-05-30,3,19.99,0.0,North,Completed
ORD11323,C1079,P035,2022-11-03,1,29.99,0.0,West,Completed
ORD11324,C1025,P026,2022-03-19,3,19.99,0.0,East,Completed
ORD11325,C1193,P002,2022-02-18,1,34.99,0.0,East,Completed
ORD11326,C1135,P012,2023-10-02,2,44.99,0.05,East,Completed
ORD11327,C1114,P003,2022-10-07,1,54.99,0.0,South,Completed
ORD11328,C1010,P021,2022-08-03,1,7.99,0.15,West,Completed
ORD11329,C1162,P028,2022-11-04,1,59.99,0.0,South,Completed
ORD11330,C1107,P003,2023-02-16,1,54.99,0.0,East,Completed
ORD11331,C1136,P007,2023-07-15,1,210.0,0.1,North,Completed
ORD11332,C1180,P031,2022-08-07,2,49.99,0.0,West,Completed
ORD11333,C1142,P037,2022-10-02,4,49.99,0.0,East,Completed
ORD11334,C1008,P026,2023-03-21,4,19.99,0.0,South,Returned
ORD11335,C1069,P034,2022-07-25,1,39.99,0.1,East,Completed
ORD11336,C1053,P025,2022-11-04,3,24.99,0.0,East,Completed
ORD11337,C1174,P002,2022-03-07,2,34.99,0.0,North,Completed
ORD11338,C1079,P027,2022-10-21,2,9.99,0.0,West,Completed
ORD11339,C1091,P007,2023-02-20,1,210.0,0.0,East,Returned
ORD11340,C1044,P004,2022-11-14,1,79.99,0.0,West,Completed
ORD11341,C1170,P016,2023-10-25,4,54.99,0.15,North,Completed
ORD11342,C1016,P010,2022-09-22,3,39.99,0.0,North,Completed
ORD11343,C1075,P005,2023-10-22,3,99.99,0.0,West,Completed
ORD11344,C1088,P009,2022-01-21,1,49.99,0.0,North,Completed
ORD11345,C1071,P026,2022-11-02,3,19.99,0.0,South,Completed
ORD11346,C1044,P019,2023-01-08,2,9.99,0.0,West,Completed
ORD11347,C1112,P016,2022-05-24,1,54.99,0.0,West,Completed
ORD11348,C1131,P015,2022-05-04,2,24.99,0.0,North,Completed
ORD11349,C1174,P021,2023-06-22,1,7.99,0.0,North,Completed
ORD11350,C1108,P031,2022-05-06,3,49.99,0.0,South,Completed
ORD11351,C1120,P008,2023-02-04,3,89.99,0.0,East,Completed
ORD11352,C1042,P005,2022-08-12,1,99.99,0.15,East,Completed
ORD11353,C1177,P024,2022-09-18,3,29.99,0.15,East,Completed
ORD11354,C1186,P017,2022-04-26,1,29.99,0.0,North,Completed
ORD11355,C1095,P002,2022-10-12,4,34.99,0.0,South,Completed
ORD11356,C1133,P016,2023-01-12,3,54.99,0.05,South,Completed
ORD11357,C1196,P007,2023-11-10,3,210.0,0.1,South,Completed
ORD11358,C1105,P019,2023-01-29,1,9.99,0.0,South,Completed
ORD11359,C1128,P015,2023-12-03,1,24.99,0.0,North,Completed
ORD11360,C1153,P006,2023-02-02,1,129.99,0.0,North,Completed
ORD11361,C1144,P018,2022-09-19,1,14.99,0.0,North,Completed
ORD11362,C1177,P031,2022-11-01,1,49.99,0.0,East,Completed
ORD11363,C1065,P008,2023-10-09,1,89.99,0.0,West,Completed
ORD11364,C1194,P014,2022-02-04,1,89.99,,North,Completed
ORD11365,C1180,P005,2023-02-27,4,99.99,0.2,West,Completed
ORD11366,C1127,P030,2022-04-13,3,109.99,0.0,West,Completed
ORD11367,C1189,P009,2022-12-27,1,49.99,0.0,North,Completed
ORD11368,C1144,P015,2022-12-01,1,24.99,0.05,North,Completed
ORD11369,C1013,P023,2022-07-08,2,22.99,0.0,West,Completed
ORD11370,C1137,P035,2023-02-15,1,29.99,0.0,South,Completed
ORD11371,C1100,P006,2022-04-24,1,129.99,0.0,East,Completed
ORD11372,C1011,P011,2023-10-27,3,159.99,0.0,South,Completed
ORD11373,C1062,P027,2022-11-24,1,9.99,0.0,South,Completed
ORD11374,C1073,P037,2022-06-27,2,49.99,0.0,North,Completed
ORD11375,C1191,P018,2022-07-23,1,14.99,0.0,East,Completed
ORD11376,C1183,P027,2023-01-22,4,9.99,0.0,West,Completed
ORD11377,C1108,P005,2022-01-24,4,99.99,0.0,South,Completed
ORD11378,C1092,P015,2022-04-02,5,24.99,0.1,South,Returned
ORD11379,C1171,P012,2023-09-25,1,44.99,0.05,East,Completed
ORD11380,C1177,P021,2022-06-24,4,7.99,0.2,East,Completed
ORD11381,C1028,P040,2023-04-10,3,27.99,0.0,North,Completed
ORD11382,C1104,P010,2022-07-28,1,39.99,0.0,South,Completed
ORD11383,C1130,P003,2022-10-22,2,54.99,0.0,North,Completed
ORD11384,C1125,P013,2022-07-31,2,49.99,0.0,West,Completed
ORD11385,C1082,P037,2023-11-25,1,49.99,0.1,West,Returned
ORD11386,C1103,P006,2022-09-26,1,129.99,0.0,North,Completed
ORD11387,C1092,P035,2023-08-20,2,29.99,0.0,South,Returned
ORD11388,C1034,P006,2022-05-17,4,129.99,0.0,West,Completed
ORD11389,C1002,P001,2022-08-06,2,19.99,0.0,West,Completed
ORD11390,C1163,P025,2022-09-20,1,24.99,0.0,South,Returned
ORD11391,C1073,P023,2022-08-29,1,22.99,0.0,North,Completed
ORD11392,C1079,P037,2023-11-18,5,49.99,0.0,West,Completed
ORD11393,C1192,P010,2022-02-16,1,39.99,0.0,North,Completed
ORD11394,C1169,P028,2023-02-09,2,59.99,0.0,North,Completed
ORD11395,C1064,P007,2022-02-12,2,210.0,0.0,East,Completed
ORD11396,C1092,P028,2022-12-14,4,59.99,0.15,South,Completed
ORD11397,C1191,P027,2023-03-20,1,9.99,0.05,East,Completed
ORD11398,C1169,P017,2023-05-27,4,29.99,0.0,North,Completed
ORD11399,C1165,P028,2023-03-17,1,59.99,0.0,North,Completed
ORD11400,C1076,P015,2022-09-28,2,24.99,0.0,West,Completed
ORD11401,C1159,P002,2023-05-19,3,34.99,0.2,North,Returned
ORD11402,C1159,P005,2022-06-02,1,99.99,0.2,North,Completed
ORD11403,C1102,P030,2023-12-24,1,109.99,0.2,East,Returned
ORD11404,C1050,P007,2023-01-01,5,210.0,0.0,West,Completed
ORD11405,C1080,P033,2022-04-26,3,59.99,0.0,East,Completed
ORD11406,C1000,P034,2022-04-06,1,39.99,0.0,West,Completed
ORD11407,C1031,P040,2023-06-05,3,27.99,0.0,West,Completed
ORD11408,C1189,P013,2022-08-06,2,49.99,0.0,North,Completed
ORD11409,C1102,P012,2023-08-08,1,44.99,0.0,East,Completed
ORD11410,C1125,P003,2023-05-26,2,54.99,0.0,West,Returned
ORD11411,C1009,P002,2023-11-29,5,34.99,0.0,South,Completed
ORD11412,C1089,P008,2022-04-19,3,89.99,0.05,West,Completed
ORD11413,C1123,P040,2023-12-26,2,27.99,0.0,North,Completed
ORD11414,C1078,P016,2023-09-01,2,54.99,0.05,East,Completed
ORD11415,C1084,P031,2023-04-09,1,49.99,0.0,West,Completed
ORD11416,C1178,P033,2023-08-06,1,59.99,0.0,East,Completed
ORD11417,C1193,P001,2022-10-17,1,19.99,0.05,East,Completed
ORD11418,C1165,P027,2023-09-09,1,9.99,0.0,North,Completed
ORD11419,C1045,P037,2023-02-13,1,49.99,0.0,West,Completed
ORD11420,C1030,P022,2023-02-17,1,11.99,0.0,East,Completed
ORD11421,C1044,P011,2022-05-04,1,159.99,0.0,West,Completed
ORD11422,C1144,P016,2022-11-14,4,54.99,0.0,North,Completed
ORD11423,C1087,P009,2022-04-09,3,49.99,0.0,South,Completed
ORD11424,C1165,P004,2023-02-02,1,79.99,0.0,North,Completed
ORD11425,C1087,P034,2023-03-09,3,39.99,0.0,South,Completed
ORD11426,C1167,P010,2023-03-13,1,39.99,0.0,West,Completed
ORD11427,C1152,P030,2023-11-24,1,109.99,0.0,East,Completed
ORD11428,C1176,P015,2023-05-23,2,24.99,0.0,East,Completed
ORD11429,C1041,P007,2023-04-25,1,210.0,0.0,North,Completed
ORD11430,C1060,P017,2022-06-02,5,29.99,,South,Completed
ORD11431,C1009,P018,2022-09-12,2,14.99,0.0,South,Returned
ORD11432,C1074,P008,2022-03-20,4,89.99,0.0,West,Completed
ORD11433,C1175,P012,2023-02-27,1,44.99,0.0,North,Completed
ORD11434,C1019,P030,2022-09-17,1,109.99,0.0,North,Completed
ORD11435,C1011,P025,2022-01-17,1,24.99,0.0,South,Completed
ORD11436,C1153,P009,2022-07-06,3,49.99,0.2,North,Completed
ORD11437,C1163,P014,2022-11-01,1,89.99,0.0,South,Completed
ORD11438,C1092,P002,2023-04-06,2,34.99,0.1,South,Completed
ORD11439,C1058,P035,2022-03-22,2,29.99,0.0,South,Completed
ORD11440,C1078,P015,2022-04-19,1,24.99,0.2,East,Completed
ORD11441,C1105,P017,2022-06-25,2,29.99,0.0,South,Completed
ORD11442,C1013,P010,2023-11-05,5,39.99,0.0,West,Completed
ORD11443,C1144,P006,2023-09-26,3,129.99,0.0,North,Completed
ORD11444,C1041,P001,2023-12-08,2,19.99,0.0,North,Returned
ORD11445,C1088,P033,2022-05-19,1,59.99,0.05,North,Completed
ORD11446,C1011,P006,2022-07-12,3,129.99,0.1,South,Completed
ORD11447,C1064,P025,2023-03-23,3,24.99,0.0,East,Completed
ORD11448,C1126,P011,2022-03-30,1,159.99,0.0,West,Completed
ORD11449,C1151,P017,2022-01-23,1,29.99,0.0,South,Completed
ORD11450,C1177,P030,2023-04-01,5,109.99,0.0,East,Completed
ORD11451,C1049,P007,2023-08-23,1,210.0,0.0,South,Completed
ORD11452,C1025,P009,2023-02-06,1,49.99,0.2,East,Completed
ORD11453,C1199,P011,2023-05-23,2,159.99,0.0,East,Completed
ORD11454,C1044,P027,2022-10-25,1,9.99,0.0,West,Completed
ORD11455,C1107,P004,2023-09-19,4,79.99,0.0,East,Completed
ORD11456,C1076,P011,2022-08-26,2,159.99,0.0,West,Completed
ORD11457,C1150,P001,2022-11-20,2,19.99,0.0,North,Completed
ORD11458,C1053,P014,2023-04-30,1,89.99,0.0,East,Completed
ORD11459,C1053,P018,2023-04-05,2,14.99,0.15,East,Completed
ORD11460,C1097,P010,2023-04-26,1,39.99,0.0,West,Completed
ORD11461,C1189,P018,2023-12-03,1,14.99,0.0,North,Completed
ORD11462,C1026,P015,2023-11-04,1,24.99,0.0,South,Completed
ORD11463,C1154,P024,2023-02-04,5,29.99,0.0,East,Completed
ORD11464,C1033,P038,2023-01-04,3,64.99,0.0,North,Completed
ORD11465,C1090,P005,2023-09-29,1,99.99,0.0,South,Returned
ORD11466,C1035,P003,2023-05-10,1,54.99,0.0,East,Completed
ORD11467,C1159,P004,2022-04-14,3,79.99,0.0,North,Completed
ORD11468,C1025,P031,2022-08-29,1,49.99,0.05,East,Completed
ORD11469,C1071,P001,2022-09-25,1,19.99,0.05,South,Completed
ORD11470,C1011,P004,2022-12-12,1,79.99,0.0,South,Completed
ORD11471,C1043,P021,2022-08-18,1,7.99,0.0,East,Completed
ORD11472,C1031,P004,2022-02-17,3,79.99,0.0,West,Completed
ORD11473,C1152,P021,2023-12-08,4,7.99,0.0,East,Completed
ORD11474,C1088,P015,2022-02-21,4,24.99,0.0,North,Completed
ORD11475,C1065,P012,2022-04-24,5,44.99,0.0,West,Completed
ORD11476,C1101,P010,2022-04-15,3,39.99,0.05,West,Completed
ORD11477,C1180,P001,2022-05-01,4,19.99,0.0,West,Completed
ORD11478,C1154,P004,2022-10-27,2,79.99,0.0,East,Completed
ORD11479,C1158,P018,2022-04-12,1,14.99,0.0,West,Completed
ORD11480,C1166,P003,2022-05-06,3,54.99,0.0,South,Completed
ORD11481,C1110,P013,2022-01-07,1,49.99,0.0,South,Completed
ORD11482,C1141,P014,2023-06-02,1,89.99,0.0,East,Completed
ORD11483,C1107,P011,2023-03-01,1,159.99,0.0,East,Completed
ORD11484,C1064,P012,2023-06-27,1,44.99,0.0,East,Completed
ORD11485,C1024,P038,2023-02-28,4,64.99,0.0,West,Completed
ORD11486,C1142,P037,2023-06-13,3,49.99,0.0,East,Returned
ORD11487,C1045,P033,2022-05-30,3,59.99,0.0,West,Completed
ORD11488,C1159,P022,2022-03-13,1,11.99,0.0,North,Completed
ORD11489,C1123,P009,2022-06-18,1,49.99,0.0,North,Returned
ORD11490,C1161,P013,2023-10-19,1,49.99,0.0,South,Completed
ORD11491,C1015,P008,2023-11-08,4,89.99,0.0,East,Completed
ORD11492,C1186,P031,2023-11-29,2,49.99,0.0,North,Completed
ORD11493,C1194,P018,2022-11-18,4,14.99,,North,Completed
ORD11494,C1048,P005,2023-09-18,4,99.99,0.0,West,Completed
ORD11495,C1037,P001,2022-07-30,4,19.99,0.0,West,Completed
ORD11496,C1078,P006,2023-03-29,2,129.99,0.0,East,Completed
ORD11497,C1082,P036,2023-02-19,3,39.99,0.0,West,Returned
ORD11498,C1087,P033,2023-07-05,1,59.99,0.0,South,Completed
ORD11499,C1120,P007,2022-05-10,2,210.0,0.0,East,Completed
ORD11500,C1073,P003,2023-06-08,2,54.99,0.0,North,Completed
ORD11501,C1069,P022,2022-06-13,1,11.99,0.0,East,Completed
ORD11502,C1015,P006,2022-09-22,1,129.99,0.0,East,Completed
ORD11503,C1076,P039,2023-06-02,1,22.99,0.15,West,Completed
ORD11504,C1154,P025,2023-06-04,1,24.99,0.05,East,Completed
