order_id,customer_id,product_id,order_date,quantity,unit_price,discount,region,status,revenue
ORD11370,C1137,P035,2023-02-15,1,29.99,0.0,South,Completed,29.99
ORD11371,C1100,P006,2022-04-24,1,129.99,0.0,East,Completed,129.99
ORD11372,C1011,P011,2023-10-27,3,159.99,0.0,South,Completed,479.97
ORD11373,C1062,P027,2022-11-24,1,9.99,0.0,South,Completed,9.99
ORD11374,C1073,P037,2022-06-27,2,49.99,0.0,North,Completed,99.98
ORD11375,C1191,P018,2022-07-23,1,14.99,0.0,East,Completed,14.99
ORD11376,C1183,P027,2023-01-22,4,9.99,0.0,West,Completed,39.96
ORD11377,C1108,P005,2022-01-24,4,99.99,0.0,South,Completed,399.96
ORD11378,C1092,P015,2022-04-02,5,24.99,0.1,South,Returned,112.455
ORD11379,C1171,P012,2023-09-25,1,44.99,0.05,East,Completed,42.7405
ORD11380,C1177,P021,2022-06-24,4,7.99,0.2,East,Completed,25.568
ORD11381,C1028,P040,2023-04-10,3,27.99,0.0,North,Completed,83.97
ORD11382,C1104,P010,2022-07-28,1,39.99,0.0,South,Completed,39.99
ORD11383,C1130,P003,2022-10-22,2,54.99,0.0,North,Completed,109.98
ORD11384,C1125,P013,2022-07-31,2,49.99,0.0,West,Completed,99.98
ORD11385,C1082,P037,2023-11-25,1,49.99,0.1,West,Returned,44.991
ORD11386,C1103,P006,2022-09-26,1,129.99,0.0,North,Completed,129.99
ORD11387,C1092,P035,2023-08-20,2,29.99,0.0,South,Returned,59.98
ORD11388,C1034,P006,2022-05-17,4,129.99,0.0,West,Completed,519.96
ORD11389,C1002,P001,2022-08-06,2,19.99,0.0,West,Completed,39.98
ORD11390,C1163,P025,2022-09-20,1,24.99,0.0,South,Returned,24.99
ORD11391,C1073,P023,2022-08-29,1,22.99,0.0,North,Completed,22.99
ORD11392,C1079,P037,2023-11-18,5,49.99,0.0,West,Completed,249.95000000000002
ORD11393,C1192,P010,2022-02-16,1,39.99,0.0,North,Completed,39.99
ORD11394,C1169,P028,2023-02-09,2,59.99,0.0,North,Completed,119.98
ORD11395,C1064,P007,2022-02-12,2,210.0,0.0,East,Completed,420.0
ORD11396,C1092,P028,2022-12-14,4,59.99,0.15,South,Completed,203.966
ORD11397,C1191,P027,2023-03-20,1,9.99,0.05,East,Completed,9.490499999999999
ORD11398,C1169,P017,2023-05-27,4,29.99,0.0,North,Completed,119.96
ORD11399,C1165,P028,2023-03-17,1,59.99,0.0,North,Completed,59.99
ORD11400,C1076,P015,2022-09-28,2,24.99,0.0,West,Completed,49.98
ORD11401,C1159,P002,2023-05-19,3,34.99,0.2,North,Returned,83.976
ORD11402,C1159,P005,2022-06-02,1,99.99,0.2,North,Completed,79.992
ORD11403,C1102,P030,2023-12-24,1,109.99,0.2,East,Returned,87.992
ORD11404,C1050,P007,2023-01-01,5,210.0,0.0,West,Completed,1050.0
ORD11405,C1080,P033,2022-04-26,3,59.99,0.0,East,Completed,179.97
ORD11406,C1000,P034,2022-04-06,1,39.99,0.0,West,Completed,39.99
ORD11407,C1031,P040,2023-06-05,3,27.99,0.0,West,Completed,83.97
ORD11408,C1189,P013,2022-08-06,2,49.99,0.0,North,Completed,99.98
ORD11409,C1102,P012,2023-08-08,1,44.99,0.0,East,Completed,44.99
ORD11410,C1125,P003,2023-05-26,2,54.99,0.0,West,Returned,109.98
ORD11411,C1009,P002,2023-11-29,5,34.99,0.0,South,Completed,174.95000000000002
ORD11412,C1089,P008,2022-04-19,3,89.99,0.05,West,Completed,256.47149999999993
ORD11413,C1123,P040,2023-12-26,2,27.99,0.0,North,Completed,55.98
ORD11414,C1078,P016,2023-09-01,2,54.99,0.05,East,Completed,104.481
ORD11415,C1084,P031,2023-04-09,1,49.99,0.0,West,Completed,49.99
ORD11416,C1178,P033,2023-08-06,1,59.99,0.0,East,Completed,59.99
ORD11417,C1193,P001,2022-10-17,1,19.99,0.05,East,Completed,18.990499999999997
ORD11418,C1165,P027,2023-09-09,1,9.99,0.0,North,Completed,9.99
ORD11419,C1045,P037,2023-02-13,1,49.99,0.0,West,Completed,49.99
ORD11420,C1030,P022,2023-02-17,1,11.99,0.0,East,Completed,11.99
ORD11421,C1044,P011,2022-05-04,1,159.99,0.0,West,Completed,159.99
ORD11422,C1144,P016,2022-11-14,4,54.99,0.0,North,Completed,219.96
ORD11423,C1087,P009,2022-04-09,3,49.99,0.0,South,Completed,149.97
ORD11424,C1165,P004,2023-02-02,1,79.99,0.0,North,Completed,79.99
ORD11425,C1087,P034,2023-03-09,3,39.99,0.0,South,Completed,119.97
ORD11426,C1167,P010,2023-03-13,1,39.99,0.0,West,Completed,39.99
ORD11427,C1152,P030,2023-11-24,1,109.99,0.0,East,Completed,109.99
ORD11428,C1176,P015,2023-05-23,2,24.99,0.0,East,Completed,49.98
ORD11429,C1041,P007,2023-04-25,1,210.0,0.0,North,Completed,210.0
ORD11430,C1060,P017,2022-06-02,5,29.99,0.0,South,Completed,149.95
ORD11431,C1009,P018,2022-09-12,2,14.99,0.0,South,Returned,29.98
ORD11432,C1074,P008,2022-03-20,4,89.99,0.0,West,Completed,359.96
ORD11433,C1175,P012,2023-02-27,1,44.99,0.0,North,Completed,44.99
ORD11434,C1019,P030,2022-09-17,1,109.99,0.0,North,Completed,109.99
ORD11435,C1011,P025,2022-01-17,1,24.99,0.0,South,Completed,24.99
ORD11436,C1153,P009,2022-07-06,3,49.99,0.2,North,Completed,119.976
ORD11437,C1163,P014,2022-11-01,1,89.99,0.0,South,Completed,89.99
ORD11438,C1092,P002,2023-04-06,2,34.99,0.1,South,Completed,62.982000000000006
ORD11439,C1058,P035,2022-03-22,2,29.99,0.0,South,Completed,59.98
ORD11440,C1078,P015,2022-04-19,1,24.99,0.2,East,Completed,19.992
ORD11441,C1105,P017,2022-06-25,2,29.99,0.0,South,Completed,59.98
ORD11442,C1013,P010,2023-11-05,5,39.99,0.0,West,Completed,199.95000000000002
ORD11443,C1144,P006,2023-09-26,3,129.99,0.0,North,Completed,389.97
ORD11444,C1041,P001,2023-12-08,2,19.99,0.0,North,Returned,39.98
ORD11445,C1088,P033,2022-05-19,1,59.99,0.05,North,Completed,56.9905
ORD11446,C1011,P006,2022-07-12,3,129.99,0.1,South,Completed,350.973
ORD11447,C1064,P025,2023-03-23,3,24.99,0.0,East,Completed,74.97
ORD11448,C1126,P011,2022-03-30,1,159.99,0.0,West,Completed,159.99
ORD11449,C1151,P017,2022-01-23,1,29.99,0.0,South,Completed,29.99
ORD11450,C1177,P030,2023-04-01,5,109.99,0.0,East,Completed,549.9499999999999
ORD11451,C1049,P007,2023-08-23,1,210.0,0.0,South,Completed,210.0
ORD11452,C1025,P009,2023-02-06,1,49.99,0.2,East,Completed,39.992000000000004
ORD11453,C1199,P011,2023-05-23,2,159.99,0.0,East,Completed,319.98
ORD11454,C1044,P027,2022-10-25,1,9.99,0.0,West,Completed,9.99
ORD11455,C1107,P004,2023-09-19,4,79.99,0.0,East,Completed,319.96
ORD11456,C1076,P011,2022-08-26,2,159.99,0.0,West,Completed,319.98
ORD11457,C1150,P001,2022-11-20,2,19.99,0.0,North,Completed,39.98
ORD11458,C1053,P014,2023-04-30,1,89.99,0.0,East,Completed,89.99
ORD11459,C1053,P018,2023-04-05,2,14.99,0.15,East,Completed,25.483
ORD11460,C1097,P010,2023-04-26,1,39.99,0.0,West,Completed,39.99
ORD11461,C1189,P018,2023-12-03,1,14.99,0.0,North,Completed,14.99
ORD11462,C1026,P015,2023-11-04,1,24.99,0.0,South,Completed,24.99
ORD11463,C1154,P024,2023-02-04,5,29.99,0.0,East,Completed,149.95
ORD11464,C1033,P038,2023-01-04,3,64.99,0.0,North,Completed,194.96999999999997
ORD11465,C1090,P005,2023-09-29,1,99.99,0.0,South,Returned,99.99
ORD11466,C1035,P003,2023-05-10,1,54.99,0.0,East,Completed,54.99
ORD11467,C1159,P004,2022-04-14,3,79.99,0.0,North,Completed,239.96999999999997
ORD11468,C1025,P031,2022-08-29,1,49.99,0.05,East,Completed,47.4905
ORD11469,C1071,P001,2022-09-25,1,19.99,0.05,South,Completed,18.990499999999997
ORD11470,C1011,P004,2022-12-12,1,79.99,0.0,South,Completed,79.99
ORD11471,C1043,P021,2022-08-18,1,7.99,0.0,East,Completed,7.99
ORD11472,C1031,P004,2022-02-17,3,79.99,0.0,West,Completed,239.96999999999997
ORD11473,C1152,P021,2023-12-08,4,7.99,0.0,East,Completed,31.96
ORD11474,C1088,P015,2022-02-21,4,24.99,0.0,North,Completed,99.96
ORD11475,C1065,P012,2022-04-24,5,44.99,0.0,West,Completed,224.95000000000002
ORD11476,C1101,P010,2022-04-15,3,39.99,0.05,West,Completed,113.97149999999999
ORD11477,C1180,P001,2022-05-01,4,19.99,0.0,West,Completed,79.96
ORD11478,C1154,P004,2022-10-27,2,79.99,0.0,East,Completed,159.98
ORD11479,C1158,P018,2022-04-12,1,14.99,0.0,West,Completed,14.99
ORD11480,C1166,P003,2022-05-06,3,54.99,0.0,South,Completed,164.97
ORD11481,C1110,P013,2022-01-07,1,49.99,0.0,South,Completed,49.99
ORD11482,C1141,P014,2023-06-02,1,89.99,0.0,East,Completed,89.99
ORD11483,C1107,P011,2023-03-01,1,159.99,0.0,East,Completed,159.99
ORD11484,C1064,P012,2023-06-27,1,44.99,0.0,East,Completed,44.99
ORD11485,C1024,P038,2023-02-28,4,64.99,0.0,West,Completed,259.96
ORD11486,C1142,P037,2023-06-13,3,49.99,0.0,East,Returned,149.97
ORD11487,C1045,P033,2022-05-30,3,59.99,0.0,West,Completed,179.97
ORD11488,C1159,P022,2022-03-13,1,11.99,0.0,North,Completed,11.99
ORD11489,C1123,P009,2022-06-18,1,49.99,0.0,North,Returned,49.99
ORD11490,C1161,P013,2023-10-19,1,49.99,0.0,South,Completed,49.99
ORD11491,C1015,P008,2023-11-08,4,89.99,0.0,East,Completed,359.96
ORD11492,C1186,P031,2023-11-29,2,49.99,0.0,North,Completed,99.98
ORD11493,C1194,P018,2022-11-18,4,14.99,0.0,North,Completed,59.96
ORD11494,C1048,P005,2023-09-18,4,99.99,0.0,West,Completed,399.96
ORD11495,C1037,P001,2022-07-30,4,19.99,0.0,West,Completed,79.96
ORD11496,C1078,P006,2023-03-29,2,129.99,0.0,East,Completed,259.98
ORD11497,C1082,P036,2023-02-19,3,39.99,0.0,West,Returned,119.97
ORD11498,C1087,P033,2023-07-05,1,59.99,0.0,South,Completed,59.99
ORD11499,C1120,P007,2022-05-10,2,210.0,0.0,East,Completed,420.0
ORD11500,C1073,P003,2023-06-08,2,54.99,0.0,North,Completed,109.98
ORD11501,C1069,P022,2022-06-13,1,11.99,0.0,East,Completed,11.99
ORD11502,C1015,P006,2022-09-22,1,129.99,0.0,East,Completed,129.99
ORD11503,C1076,P039,2023-06-02,1,22.99,0.15,West,Completed,19.5415
ORD11504,C1154,P025,2023-06-04,1,24.99,0.05,East,Completed,23.740499999999997
ORD11505,C1024,P028,2023-08-10,2,59.99,0.0,West,Completed,119.98
ORD11506,C1154,P017,2023-08-19,2,29.99,0.0,East,Completed,59.98
ORD11507,C1196,P009,2023-07-01,3,49.99,0.0,South,Completed,149.97
ORD11508,C1187,P034,2023-11-14,3,39.99,0.0,East,Completed,119.97
ORD11509,C1002,P012,2023-01-22,2,44.99,0.15,West,Completed,76.483
ORD11510,C1193,P003,2022-07-17,3,54.99,0.0,East,Returned,164.97
ORD11511,C1108,P039,2023-12-30,1,22.99,0.0,South,Completed,22.99
ORD11512,C1109,P006,2023-03-12,4,129.99,0.0,East,Completed,519.96
ORD11513,C1114,P006,2023-01-14,2,129.99,0.0,South,Completed,259.98
ORD11514,C1103,P002,2023-02-09,4,34.99,0.0,North,Completed,139.96
ORD11515,C1120,P014,2023-03-27,2,89.99,0.0,East,Completed,179.98
ORD11516,C1147,P018,2023-03-03,3,14.99,0.1,West,Completed,40.473
ORD11517,C1108,P023,2023-04-14,1,22.99,0.0,South,Completed,22.99
ORD11518,C1028,P017,2022-05-01,2,29.99,0.0,North,Returned,59.98
ORD11519,C1033,P035,2022-06-10,4,29.99,0.0,North,Completed,119.96
ORD11520,C1015,P011,2023-09-09,3,159.99,0.15,East,Completed,407.97450000000003
ORD11521,C1138,P012,2022-02-11,2,44.99,0.15,South,Completed,76.483
ORD11522,C1019,P015,2022-11-07,1,24.99,0.1,North,Completed,22.491
ORD11523,C1127,P024,2023-08-27,1,29.99,0.0,West,Completed,29.99
ORD11524,C1075,P016,2022-10-18,1,54.99,0.0,West,Completed,54.99
ORD11525,C1090,P021,2022-05-06,2,7.99,0.05,South,Completed,15.181
ORD11526,C1114,P014,2023-08-10,1,89.99,0.0,South,Completed,89.99
ORD11527,C1048,P001,2023-01-22,1,19.99,0.0,West,Completed,19.99
ORD11528,C1034,P004,2022-05-22,2,79.99,0.0,West,Completed,159.98
ORD11529,C1090,P017,2023-04-05,1,29.99,0.0,South,Completed,29.99
ORD11530,C1043,P036,2023-10-02,2,39.99,0.0,East,Completed,79.98
ORD11531,C1002,P028,2023-02-09,1,59.99,0.2,West,Completed,47.992000000000004
ORD11532,C1123,P010,2023-10-24,1,39.99,0.05,North,Completed,37.9905
ORD11533,C1011,P018,2023-12-26,1,14.99,0.0,South,Completed,14.99
ORD11534,C1078,P036,2022-03-29,1,39.99,0.0,East,Completed,39.99
ORD11535,C1107,P036,2022-02-24,5,39.99,0.0,East,Completed,199.95000000000002
ORD11536,C1044,P025,2023-05-30,4,24.99,0.1,West,Completed,89.964
ORD11537,C1121,P026,2022-10-09,3,19.99,0.2,North,Returned,47.976
ORD11538,C1043,P021,2023-07-01,2,7.99,0.0,East,Completed,15.98
ORD11539,C1100,P026,2022-01-24,1,19.99,0.05,East,Completed,18.990499999999997
ORD11540,C1068,P033,2022-11-21,1,59.99,0.05,South,Completed,56.9905
ORD11541,C1018,P030,2022-10-20,1,109.99,0.05,North,Completed,104.4905
ORD11542,C1170,P030,2023-02-22,2,109.99,0.15,North,Completed,186.98299999999998
ORD11543,C1102,P011,2022-03-01,1,159.99,0.1,East,Completed,143.991
ORD11544,C1198,P006,2022-11-28,1,129.99,0.0,South,Completed,129.99
ORD11545,C1108,P021,2022-02-23,1,7.99,0.0,South,Completed,7.99
ORD11546,C1139,P006,2023-05-20,2,129.99,0.0,North,Completed,259.98
ORD11547,C1129,P030,2022-10-03,1,109.99,0.0,East,Completed,109.99
ORD11548,C1011,P034,2023-05-11,1,39.99,0.0,South,Completed,39.99
ORD11549,C1008,P009,2022-01-20,1,49.99,0.0,South,Completed,49.99
ORD11550,C1003,P003,2022-09-10,3,54.99,0.0,East,Completed,164.97
ORD11551,C1180,P009,2023-08-05,1,49.99,0.1,West,Completed,44.991
ORD11552,C1086,P006,2022-05-26,1,129.99,0.0,East,Completed,129.99
ORD11553,C1118,P017,2023-07-05,5,29.99,0.0,East,Completed,149.95
ORD11554,C1075,P009,2022-02-12,1,49.99,0.0,West,Completed,49.99
ORD11555,C1175,P010,2022-10-24,2,39.99,0.05,North,Completed,75.981
ORD11556,C1099,P008,2023-05-09,1,89.99,0.0,South,Completed,89.99
ORD11557,C1154,P010,2022-12-26,3,39.99,0.15,East,Returned,101.97449999999999
ORD11558,C1102,P007,2023-07-01,2,210.0,0.2,East,Completed,336.0
ORD11559,C1195,P008,2022-05-24,2,89.99,0.0,East,Completed,179.98
ORD11560,C1153,P011,2022-08-04,2,159.99,0.0,North,Completed,319.98
ORD11561,C1042,P029,2023-11-30,4,199.99,0.0,East,Completed,799.96
ORD11562,C1069,P032,2023-12-26,1,34.99,0.0,East,Completed,34.99
ORD11563,C1181,P032,2022-12-16,1,34.99,0.0,West,Completed,34.99
ORD11564,C1009,P029,2023-12-10,1,199.99,0.0,South,Completed,199.99
ORD11565,C1082,P033,2022-01-05,4,59.99,0.0,West,Completed,239.96
ORD11566,C1125,P031,2023-12-15,2,49.99,0.0,West,Completed,99.98
ORD11567,C1100,P014,2023-10-27,2,89.99,0.0,East,Completed,179.98
ORD11568,C1029,P028,2023-11-19,1,59.99,0.0,North,Completed,59.99
ORD11569,C1084,P013,2023-01-21,3,49.99,0.0,West,Completed,149.97
ORD11570,C1154,P017,2023-12-15,5,29.99,0.15,East,Completed,127.45749999999998
ORD11571,C1040,P017,2023-04-01,1,29.99,0.0,South,Completed,29.99
ORD11572,C1082,P012,2023-11-28,4,44.99,0.0,West,Completed,179.96
ORD11573,C1007,P006,2023-09-21,2,129.99,0.0,South,Completed,259.98
ORD11574,C1056,P024,2023-05-21,5,29.99,0.2,West,Completed,119.96
ORD11575,C1002,P011,2023-12-25,2,159.99,0.2,West,Completed,255.98400000000004
ORD11576,C1183,P003,2022-10-12,2,54.99,0.0,West,Completed,109.98
ORD11577,C1102,P029,2023-11-07,2,199.99,0.0,East,Completed,399.98
ORD11578,C1187,P026,2022-06-29,1,19.99,0.0,East,Returned,19.99
ORD11579,C1144,P030,2022-09-23,4,109.99,0.0,North,Completed,439.96
ORD11580,C1089,P029,2022-10-08,1,199.99,0.0,West,Completed,199.99
ORD11581,C1002,P035,2023-12-11,2,29.99,0.0,West,Completed,59.98
ORD11582,C1089,P015,2023-04-10,1,24.99,0.0,West,Completed,24.99
ORD11583,C1050,P026,2023-10-28,1,19.99,0.0,West,Completed,19.99
ORD11584,C1017,P032,2023-02-21,1,34.99,0.0,North,Completed,34.99
ORD11585,C1163,P006,2023-01-06,2,129.99,0.1,South,Returned,233.98200000000003
ORD11586,C1160,P029,2023-03-07,2,199.99,0.0,East,Completed,399.98
ORD11587,C1125,P010,2022-12-09,1,39.99,0.0,West,Returned,39.99
ORD11588,C1053,P007,2022-08-20,5,210.0,0.0,East,Returned,1050.0
ORD11589,C1066,P034,2022-09-13,1,39.99,0.0,South,Completed,39.99
ORD11590,C1017,P030,2023-10-03,1,109.99,0.0,North,Completed,109.99
ORD11591,C1072,P014,2023-08-30,3,89.99,0.0,West,Completed,269.96999999999997
ORD11592,C1157,P033,2022-09-11,1,59.99,0.0,West,Completed,59.99
ORD11593,C1071,P012,2022-02-25,3,44.99,0.0,South,Completed,134.97
ORD11594,C1083,P001,2022-03-16,3,19.99,0.0,East,Completed,59.97
ORD11595,C1060,P012,2023-10-03,1,44.99,0.0,South,Completed,44.99
ORD11596,C1082,P025,2022-02-04,1,24.99,0.0,West,Completed,24.99
ORD11597,C1077,P013,2022-05-11,1,49.99,0.0,North,Returned,49.99
ORD11598,C1087,P026,2023-09-18,2,19.99,0.05,South,Completed,37.980999999999995
ORD11599,C1171,P014,2022-10-29,3,89.99,0.0,East,Completed,269.96999999999997
ORD11600,C1155,P008,2023-02-25,1,89.99,0.0,South,Completed,89.99
ORD11601,C1107,P009,2022-01-11,1,49.99,0.0,East,Completed,49.99
ORD11602,C1083,P025,2023-09-28,2,24.99,0.0,East,Completed,49.98
ORD11603,C1175,P004,2022-01-27,1,79.99,0.0,North,Completed,79.99
ORD11604,C1125,P016,2022-04-16,1,54.99,0.0,West,Completed,54.99
ORD11605,C1024,P006,2022-07-18,4,129.99,0.15,West,Completed,441.966
ORD11606,C1064,P005,2023-05-08,2,99.99,0.0,East,Completed,199.98
ORD11607,C1047,P007,2022-02-15,1,210.0,0.0,South,Completed,210.0
ORD11608,C1070,P026,2023-10-30,3,19.99,0.0,East,Completed,59.97
ORD11609,C1112,P039,2022-05-30,1,22.99,0.15,West,Completed,19.5415
ORD11610,C1084,P027,2022-01-09,2,9.99,0.0,West,Completed,19.98
ORD11611,C1172,P022,2022-09-01,2,11.99,0.0,North,Completed,23.98
ORD11612,C1083,P027,2023-03-09,1,9.99,0.0,East,Completed,9.99
ORD11613,C1041,P009,2022-07-26,3,49.99,0.0,North,Completed,149.97
ORD11614,C1108,P016,2023-12-13,2,54.99,0.0,South,Completed,109.98
ORD11615,C1005,P036,2023-08-16,2,39.99,0.0,East,Completed,79.98
ORD11616,C1138,P013,2022-12-03,1,49.99,0.0,South,Completed,49.99
ORD11617,C1185,P011,2022-02-13,-1,159.99,0.0,West,Returned,-159.99
ORD11618,C1194,P014,2023-12-11,1,89.99,0.0,North,Completed,89.99
ORD11619,C1024,P027,2022-12-06,3,9.99,0.0,West,Completed,29.97
ORD11620,C1134,P028,2022-01-07,1,59.99,0.05,East,Completed,56.9905
ORD11621,C1189,P028,2022-05-26,1,59.99,0.15,North,Returned,50.9915
ORD11622,C1121,P032,2022-01-31,1,34.99,0.1,North,Completed,31.491000000000003
ORD11623,C1133,P011,2022-06-28,1,159.99,0.0,South,Completed,159.99
ORD11624,C1176,P006,2022-01-23,1,129.99,0.05,East,Returned,123.4905
ORD11625,C1142,P033,2023-11-25,1,59.99,0.0,East,Completed,59.99
ORD11626,C1145,P023,2022-12-13,4,22.99,0.0,East,Completed,91.96
ORD11627,C1149,P012,2023-01-17,2,44.99,0.0,South,Completed,89.98
ORD11628,C1173,P006,2023-10-01,4,129.99,0.0,West,Returned,519.96
ORD11629,C1026,P008,2022-05-28,4,89.99,0.1,South,Completed,323.964
ORD11630,C1105,P013,2023-01-23,2,49.99,0.0,South,Completed,99.98
ORD11631,C1162,P011,2023-10-14,1,159.99,0.1,South,Completed,143.991
ORD11632,C1097,P001,2022-10-29,3,19.99,0.0,West,Returned,59.97
ORD11633,C1082,P019,2022-10-14,4,9.99,0.0,West,Completed,39.96
ORD11634,C1003,P008,2023-05-16,1,89.99,0.2,East,Completed,71.992
ORD11635,C1042,P002,2023-09-22,1,34.99,0.0,East,Completed,34.99
ORD11636,C1096,P005,2023-10-23,3,99.99,0.0,North,Completed,299.96999999999997
ORD11637,C1148,P031,2022-07-03,1,49.99,0.0,East,Completed,49.99
ORD11638,C1108,P039,2023-05-22,1,22.99,0.0,South,Completed,22.99
ORD11639,C1090,P014,2023-08-21,2,89.99,0.1,South,Completed,161.982
ORD11640,C1196,P007,2022-08-29,1,210.0,0.0,South,Completed,210.0
ORD11641,C1187,P002,2023-08-09,1,34.99,0.0,East,Completed,34.99
ORD11642,C1089,P002,2022-03-28,1,34.99,0.2,West,Completed,27.992000000000004
ORD11643,C1145,P017,2022-08-24,2,29.99,0.0,East,Completed,59.98
ORD11644,C1141,P010,2023-03-13,1,39.99,0.0,East,Completed,39.99
ORD11645,C1075,P002,2023-05-25,1,34.99,0.0,West,Completed,34.99
ORD11646,C1072,P035,2022-08-28,1,29.99,0.05,West,Completed,28.490499999999997
ORD11647,C1076,P031,2023-05-29,2,49.99,0.0,West,Completed,99.98
ORD11648,C1166,P010,2022-08-22,1,39.99,0.05,South,Completed,37.9905
ORD11649,C1125,P003,2022-12-08,1,54.99,0.15,West,Completed,46.7415
ORD11650,C1022,P002,2023-12-01,3,34.99,0.0,East,Completed,104.97
ORD11651,C1114,P011,2022-05-22,5,159.99,0.0,South,Completed,799.95
ORD11652,C1108,P014,2022-09-25,1,89.99,0.0,South,Completed,89.99
ORD11653,C1073,P022,2023-02-18,4,11.99,0.0,North,Completed,47.96
ORD11654,C1151,P001,2022-01-13,1,19.99,0.0,South,Completed,19.99
ORD11655,C1042,P024,2022-06-02,3,29.99,0.0,East,Completed,89.97
ORD11656,C1078,P020,2022-08-03,1,6.99,0.0,East,Completed,6.99
ORD11657,C1071,P010,2023-04-25,2,39.99,0.0,South,Completed,79.98
ORD11658,C1031,P007,2022-11-17,3,210.0,0.0,West,Completed,630.0
ORD11659,C1120,P011,2023-03-04,1,159.99,0.0,East,Completed,159.99
ORD11660,C1153,P032,2023-01-19,1,34.99,0.0,North,Completed,34.99
ORD11661,C1107,P027,2022-01-10,1,9.99,0.0,East,Completed,9.99
ORD11662,C1063,P011,2022-08-19,1,159.99,0.0,North,Completed,159.99
ORD11663,C1142,P010,2023-12-09,2,39.99,0.0,East,Returned,79.98
ORD11664,C1116,P005,2022-02-02,4,99.99,0.0,North,Completed,399.96
ORD11665,C1118,P032,2022-12-05,2,34.99,0.0,East,Completed,69.98
ORD11666,C1171,P025,2023-08-11,3,24.99,0.0,East,Completed,74.97
ORD11667,C1148,P015,2023-02-05,1,24.99,0.0,East,Completed,24.99
ORD11668,C1114,P004,2022-12-03,2,79.99,0.0,South,Completed,159.98
ORD11669,C1089,P012,2022-04-06,1,44.99,0.0,West,Completed,44.99
ORD11670,C1190,P011,2023-12-07,2,159.99,0.1,West,Returned,287.982
ORD11671,C1108,P014,2023-01-31,1,89.99,0.0,South,Completed,89.99
ORD11672,C1125,P026,2022-03-13,1,19.99,0.0,West,Returned,19.99
ORD11673,C1044,P014,2022-12-01,3,89.99,0.0,West,Completed,269.96999999999997
ORD11674,C1163,P012,2022-04-24,1,44.99,0.0,South,Completed,44.99
ORD11675,C1055,P020,2023-02-03,5,6.99,0.0,East,Completed,34.95
ORD11676,C1163,P002,2022-07-30,1,34.99,0.0,South,Completed,34.99
ORD11677,C1153,P030,2022-06-12,2,109.99,0.0,North,Completed,219.98
ORD11678,C1092,P039,2023-05-30,2,22.99,0.0,South,Completed,45.98
ORD11679,C1154,P028,2022-05-27,1,59.99,0.0,East,Completed,59.99
ORD11680,C1148,P005,2022-09-10,2,99.99,0.0,East,Completed,199.98
ORD11681,C1043,P012,2023-04-17,1,44.99,0.05,East,Completed,42.7405
ORD11682,C1052,P011,2023-04-13,1,159.99,0.0,South,Completed,159.99
ORD11683,C1176,P030,2023-02-05,2,109.99,0.0,East,Completed,219.98
ORD11684,C1125,P032,2022-09-13,1,34.99,0.0,West,Completed,34.99
ORD11685,C1154,P011,2023-01-29,4,159.99,0.05,East,Completed,607.962
ORD11686,C1040,P014,2022-02-14,1,89.99,0.0,South,Completed,89.99
ORD11687,C1147,P011,2023-10-06,2,159.99,0.0,West,Returned,319.98
ORD11688,C1132,P003,2022-08-11,4,54.99,0.0,West,Completed,219.96
ORD11689,C1148,P030,2022-05-05,5,109.99,0.05,East,Completed,522.4524999999999
ORD11690,C1141,P038,2022-11-30,1,64.99,0.0,East,Completed,64.99
ORD11691,C1163,P034,2022-02-15,1,39.99,0.2,South,Completed,31.992000000000004
ORD11692,C1185,P029,2023-02-13,3,199.99,0.0,West,Returned,599.97
ORD11693,C1134,P001,2022-04-28,2,19.99,0.2,East,Completed,31.983999999999998
ORD11694,C1093,P016,2022-03-11,1,54.99,0.0,West,Completed,54.99
ORD11695,C1063,P009,2023-03-25,1,49.99,0.0,North,Completed,49.99
ORD11696,C1191,P033,2022-06-24,3,59.99,0.0,East,Completed,179.97
ORD11697,C1168,P011,2022-05-08,2,159.99,0.0,West,Returned,319.98
ORD11698,C1002,P003,2022-01-12,2,54.99,0.15,West,Completed,93.483
ORD11699,C1065,P001,2022-02-05,-1,19.99,0.0,West,Returned,-19.99
ORD11700,C1003,P034,2022-02-18,3,39.99,0.0,East,Completed,119.97
ORD11701,C1141,P008,2023-11-07,4,89.99,0.0,East,Completed,359.96
ORD11702,C1027,P013,2022-02-23,2,49.99,0.2,North,Completed,79.98400000000001
ORD11703,C1001,P036,2022-09-13,1,39.99,0.0,East,Completed,39.99
ORD11704,C1084,P011,2023-03-08,1,159.99,0.1,West,Completed,143.991
ORD11705,C1078,P002,2022-03-06,1,34.99,0.0,East,Completed,34.99
ORD11706,C1126,P025,2023-11-12,1,24.99,0.0,West,Completed,24.99
ORD11707,C1134,P004,2022-04-21,3,79.99,0.0,East,Completed,239.96999999999997
ORD11708,C1114,P016,2023-10-02,1,54.99,0.0,South,Completed,54.99
ORD11709,C1171,P010,2022-05-04,1,39.99,0.15,East,Completed,33.9915
ORD11710,C1075,P018,2023-02-16,2,14.99,0.1,West,Completed,26.982
ORD11711,C1125,P012,2022-03-09,2,44.99,0.15,West,Returned,76.483
ORD11712,C1089,P013,2022-08-12,1,49.99,0.0,West,Completed,49.99
ORD11713,C1170,P012,2022-04-15,2,44.99,0.0,North,Completed,89.98
